"Acanthastrea","Acropora","Astreopora","Coscinaraea","Ctenactis","Cyphastrea","Dipsastraea","Echinophyllia","Echinopora","Favites","Fungia","Galaxea","Gardineroseris","Goniastrea","Gyrosmilia","Hydnophora","Leptastrea","Leptoria","Leptoseris","Lobophyllia","Merulina","Millepora","Montipora","Oxypora","Pachyseris","Paramontastraea","Pavona","Platygyra","Pocillopora","Polycyathus","Porites","Psammocora","Seriatopora","Stylocoeniella","Stylophora","Turbinaria","Age"
0,0.0270104895104895,0,0,0,0.00270979020979021,0.0277972027972028,0,0.126835664335664,0.0117132867132867,0.000262237762237762,0.0859265734265734,0,0.11958041958042,0,0.00856643356643357,0.00253496503496503,0.0108391608391608,0,0.0714160839160839,0,0.0777097902097902,0.00777972027972028,0,0,0,0,0.0311188811188811,0.079020979020979,0.000961538461538462,0.298251748251748,0,0,0.00148601398601399,0,0.00847902097902098,"MIS5e"
0.000946555992427552,0.0706276394349789,0.00131061598951507,0.00196592398427261,0.00262123197903014,0.0100480559196156,0.0117955439056356,0.00131061598951507,0.00961118392311053,0.00218435998252512,0,0.000946555992427552,0.00123780399009757,0.0669870394641037,0.000218435998252512,0,0.0073540119411679,0,0.000436871996505024,0,0.000946555992427552,0.231833406145333,0.0346585117227319,0.000946555992427552,0.000582495995340032,0.00524246395806029,0.00560652395514781,0,0.152468326780253,0,0.359764089121888,0.00385903596912771,0.00400465996796272,0.00203873598369011,0.00808213193534294,0.00036405999708752,"Modern"
